"","lat","lon","sample_name","qc_filtered","observations_deblur_100bp","ph","study_id","elevation_m","sample_scientific_name","env_biome","env_feature","env_material","envo_biome_0","envo_biome_1","envo_biome_2","envo_biome_3","envo_biome_4","adiv_observed_otus","adiv_chao1","adiv_shannon","adiv_faith_pd","unique_id","subtype","raster_value","adiv_richness_new","adiv_chao1_new","adiv_shannon_new","value"
"11",-40.017,175.267,"659.NZFACE.R3.Ryegrass.19.7",TRUE,82778,5.79,"study 659",15,"soil metagenome","cropland biome","pasture","soil","biome","terrestrial biome","anthropogenic terrestrial biome","cropland biome","",614,1182.1375,6.18315152140996,49.948108974546,"soil -40.017 175.267 study 659","agricultural land",26657,384,726.786885245902,4.12707168082996,4.12707168082996
"12",-40.017,175.267,"659.NZFACE.R3.warm",TRUE,86751,NA,"study 659",15,"soil metagenome","cropland biome","pasture","soil","biome","terrestrial biome","anthropogenic terrestrial biome","cropland biome","",671,1394.65853658537,6.33496852593141,58.051805752126,"soil -40.017 175.267 study 659","agricultural land",26657,437,880.161764705882,4.34684379411136,4.34684379411136
"13",-40.017,175.267,"659.NZFACE.R4.Browntop",TRUE,84861,5.36,"study 659",15,"soil metagenome","cropland biome","pasture","soil","biome","terrestrial biome","anthropogenic terrestrial biome","cropland biome","",656,1264.90804597701,6.27868765540045,58.572875242972,"soil -40.017 175.267 study 659","agricultural land",26657,408,774.1875,4.19116379222321,4.19116379222321
"14",-40.017,175.267,"659.NZFACE.R4.Ryegrass.16.4",TRUE,70643,5.84,"study 659",15,"soil metagenome","cropland biome","pasture","soil","biome","terrestrial biome","anthropogenic terrestrial biome","cropland biome","",668,1007.77272727273,6.62605818833152,58.616572728841,"soil -40.017 175.267 study 659","agricultural land",26657,413,724.666666666667,4.44558899645606,4.44558899645606
"15",-40.017,175.267,"659.NZFACE.R5.Browntop",TRUE,57414,5.47,"study 659",15,"soil metagenome","cropland biome","pasture","soil","biome","terrestrial biome","anthropogenic terrestrial biome","cropland biome","",682,1147.59459459459,6.59561981024013,56.971643850677,"soil -40.017 175.267 study 659","agricultural land",26657,427,778.774647887324,4.53941555447421,4.53941555447421
"16",-40.017,175.267,"659.NZFACE.R5.Ryegrass",TRUE,66030,5.17,"study 659",15,"soil metagenome","cropland biome","pasture","soil","biome","terrestrial biome","anthropogenic terrestrial biome","cropland biome","",683,1096.1393442623,6.72877897257621,56.457051251756,"soil -40.017 175.267 study 659","agricultural land",26657,438,862.492537313433,4.58772688514181,4.58772688514181
"17",-40.017,175.267,"659.NZFACE.R6.Browntop",TRUE,76480,5.57,"study 659",15,"soil metagenome","cropland biome","pasture","soil","biome","terrestrial biome","anthropogenic terrestrial biome","cropland biome","",674,1154,6.5921874435682,59.807495924668,"soil -40.017 175.267 study 659","agricultural land",26657,395,774.685185185185,4.44672136959352,4.44672136959352
"18",-40.017,175.267,"659.NZFACE.R6.Ryegrass",TRUE,99809,5.8,"study 659",15,"soil metagenome","cropland biome","pasture","soil","biome","terrestrial biome","anthropogenic terrestrial biome","cropland biome","",664,1217.92660550459,6.09159691837428,61.4710796555051,"soil -40.017 175.267 study 659","agricultural land",26657,382,785.59649122807,4.11880037549247,4.11880037549247
"19",-40.017,175.267,"659.NZFACE.R2.warm",TRUE,74070,NA,"study 659",15,"soil metagenome","cropland biome","pasture","soil","biome","terrestrial biome","anthropogenic terrestrial biome","cropland biome","",687,1243.06194690265,5.76579296738007,60.755407817727,"soil -40.017 175.267 study 659","agricultural land",26657,415,846.641791044776,3.88948162750012,3.88948162750012
"20",-40.017,175.267,"659.NZFACE.R3.control.19.4",TRUE,69047,5.8,"study 659",15,"soil metagenome","cropland biome","pasture","soil","biome","terrestrial biome","anthropogenic terrestrial biome","cropland biome","",695,1116.81818181818,6.50205204808724,61.628186609266,"soil -40.017 175.267 study 659","agricultural land",26657,399,741.090909090909,4.23194356688455,4.23194356688455
"21",-40.017,175.267,"659.NZFACE.R4.control.19.8",TRUE,40650,5.9,"study 659",15,"soil metagenome","cropland biome","pasture","soil","biome","terrestrial biome","anthropogenic terrestrial biome","cropland biome","",741,1432.25892857143,5.91091938471414,65.001506965609,"soil -40.017 175.267 study 659","agricultural land",26657,450,1101,3.97421452834557,3.97421452834557
"22",-40.017,175.267,"659.NZFACE.R4.warm",TRUE,43309,NA,"study 659",15,"soil metagenome","cropland biome","pasture","soil","biome","terrestrial biome","anthropogenic terrestrial biome","cropland biome","",767,1432.93023255814,6.18893476563025,64.916258082696,"soil -40.017 175.267 study 659","agricultural land",26657,456,843.011764705882,4.20322579291468,4.20322579291468
"23",-40.017,175.267,"659.NZFACE.R5.warm",TRUE,56883,NA,"study 659",15,"soil metagenome","cropland biome","pasture","soil","biome","terrestrial biome","anthropogenic terrestrial biome","cropland biome","",714,1258.96261682243,6.65507998115687,58.0613141229141,"soil -40.017 175.267 study 659","agricultural land",26657,449,916.818181818182,4.49770938008967,4.49770938008967
"24",-40.017,175.267,"659.NZFACE.R6.control",TRUE,63326,5.8,"study 659",15,"soil metagenome","cropland biome","pasture","soil","biome","terrestrial biome","anthropogenic terrestrial biome","cropland biome","",704,1498.37894736842,6.25531474998316,61.834160957287,"soil -40.017 175.267 study 659","agricultural land",26657,423,832.714285714286,4.25280555773976,4.25280555773976
"25",-40.017,175.267,"659.NZFACE.R6.warm",TRUE,72555,NA,"study 659",15,"soil metagenome","cropland biome","pasture","soil","biome","terrestrial biome","anthropogenic terrestrial biome","cropland biome","",606,1006.21212121212,5.68390002638142,53.859257404286,"soil -40.017 175.267 study 659","agricultural land",26657,387,854.5,3.7953516805182,3.7953516805182
"26",46.745,-94.598,"722.CC1.1.s.1.1.sequence",TRUE,30037,6.1,"study 722",412.1,"soil metagenome","grassland biome","grassland soil","soil","biome","terrestrial biome","grassland biome","","",1453,2906.512,8.89458154114875,113.188061023876,"soil 46.745 -94.598 study 722","grassland",29993,814,1844.99270072993,5.86462390651556,5.86462390651556
"27",33.674,-80.766,"722.CL3.1.s.1.1.sequence",TRUE,22932,4.9,"study 722",80.38,"soil metagenome","coniferous forest biome","forest soil","soil","biome","terrestrial biome","forest biome","coniferous forest biome","",1212,2075.55785123967,8.62466036822964,100.13308616714,"soil 33.674 -80.766 study 722","coniferous",29846,700,1642.55882352941,5.75093601769506,5.75093601769506
"28",46.745,-94.598,"722.CC1.2.s.2.1.sequence",TRUE,23720,6.1,"study 722",412.1,"soil metagenome","grassland biome","grassland soil","soil","biome","terrestrial biome","grassland biome","","",1366,2498.58203125,8.7513442497184,108.914364395733,"soil 46.745 -94.598 study 722","grassland",29993,798,1953.00833333333,5.86116213233882,5.86116213233882
"29",33.674,-80.766,"722.CL3.2.s.2.1.sequence",TRUE,18093,4.9,"study 722",80.38,"soil metagenome","coniferous forest biome","forest soil","soil","biome","terrestrial biome","forest biome","coniferous forest biome","",1166,2022.14622641509,8.56139596567852,92.663033872264,"soil 33.674 -80.766 study 722","coniferous",29846,703,1516.28695652174,5.73502332395213,5.73502332395213
"30",46.745,-94.598,"722.CC1.3.s.3.1.sequence",TRUE,32944,6.1,"study 722",412.1,"soil metagenome","grassland biome","grassland soil","soil","biome","terrestrial biome","grassland biome","","",1403,2920.35483870968,8.79928616043709,113.913663690633,"soil 46.745 -94.598 study 722","grassland",29993,817,1945.13953488372,5.89823356535197,5.89823356535197
"31",33.674,-80.766,"722.CL3.3.s.3.1.sequence",TRUE,25097,4.9,"study 722",80.38,"soil metagenome","coniferous forest biome","forest soil","soil","biome","terrestrial biome","forest biome","coniferous forest biome","",1152,2115.74226804124,8.54947077281576,96.4619660397446,"soil 33.674 -80.766 study 722","coniferous",29846,695,1364.22388059702,5.730809103854,5.730809103854
"32",46.745,-94.598,"722.CC1.4.s.4.1.sequence",TRUE,33321,6.1,"study 722",412.1,"soil metagenome","grassland biome","grassland soil","soil","biome","terrestrial biome","grassland biome","","",1390,2543.55769230769,8.77561176917964,111.52033345518,"soil 46.745 -94.598 study 722","grassland",29993,791,1922.12195121951,5.7795244596315,5.7795244596315
"33",33.674,-80.766,"722.CL3.4.s.4.1.sequence",TRUE,23628,4.9,"study 722",80.38,"soil metagenome","coniferous forest biome","forest soil","soil","biome","terrestrial biome","forest biome","coniferous forest biome","",1197,2158.57142857143,8.66564002549705,97.212920084981,"soil 33.674 -80.766 study 722","coniferous",29846,725,1607.24561403509,5.81944890381385,5.81944890381385
"34",46.745,-94.598,"722.CC1.5.s.6.1.sequence",TRUE,65870,6.1,"study 722",412.1,"soil metagenome","grassland biome","grassland soil","soil","biome","terrestrial biome","grassland biome","","",1444,2875.06048387097,8.92489981380824,118.849667956144,"soil 46.745 -94.598 study 722","grassland",29993,814,2230.1214953271,5.91506035670017,5.91506035670017
"35",33.674,-80.766,"722.CL3.5.s.6.1.sequence",TRUE,50866,4.9,"study 722",80.38,"soil metagenome","coniferous forest biome","forest soil","soil","biome","terrestrial biome","forest biome","coniferous forest biome","",1242,2567.21465968586,8.68145543232789,104.369036615919,"soil 33.674 -80.766 study 722","coniferous",29846,715,1483.328125,5.79495733916081,5.79495733916081
"36",46.745,-94.598,"722.CC1.6.s.7.1.sequence",TRUE,68729,6.1,"study 722",412.1,"soil metagenome","grassland biome","grassland soil","soil","biome","terrestrial biome","grassland biome","","",1413,2892.25110132159,8.83615302822824,114.306810782379,"soil 46.745 -94.598 study 722","grassland",29993,805,1723.37762237762,5.90784936422461,5.90784936422461
"37",33.674,-80.766,"722.CL3.6.s.7.1.sequence",TRUE,53552,4.9,"study 722",80.38,"soil metagenome","coniferous forest biome","forest soil","soil","biome","terrestrial biome","forest biome","coniferous forest biome","",1204,2293.68316831683,8.65442946109068,101.409198518712,"soil 33.674 -80.766 study 722","coniferous",29846,726,1729.19444444444,5.79806690795695,5.79806690795695
"38",46.745,-94.598,"722.CC1.7.s.8.1.sequence",TRUE,49547,6.1,"study 722",412.1,"soil metagenome","grassland biome","grassland soil","soil","biome","terrestrial biome","grassland biome","","",1450,2750.47709923664,8.9686328682206,117.18153845456,"soil 46.745 -94.598 study 722","grassland",29993,831,2086.58196721311,5.95652649077104,5.95652649077104
"39",33.674,-80.766,"722.CL3.7.s.8.1.sequence",TRUE,37920,4.9,"study 722",80.38,"soil metagenome","coniferous forest biome","forest soil","soil","biome","terrestrial biome","forest biome","coniferous forest biome","",1266,2431.07042253521,8.76540879524119,103.427872187511,"soil 33.674 -80.766 study 722","coniferous",29846,719,1605.05504587156,5.85164088340465,5.85164088340465
"40",57.183,-2.85,"805.pH.4.5.year.2006",TRUE,75094,4.5,"study 805",102,"soil metagenome","cropland biome","agricultural soil","soil","biome","terrestrial biome","anthropogenic terrestrial biome","cropland biome","",961,1529.64457831325,8.54651549390597,83.71041549636,"soil 57.183 -2.85 study 805","agricultural land",25328,641,1299.44117647059,5.81171135682011,5.81171135682011
"41",57.183,-2.85,"805.pH.4.5.year.2007",TRUE,74297,4.5,"study 805",102,"soil metagenome","cropland biome","agricultural soil","soil","biome","terrestrial biome","anthropogenic terrestrial biome","cropland biome","",930,1393.5838150289,8.52699017694795,81.2795756309276,"soil 57.183 -2.85 study 805","agricultural land",25328,617,1089.59259259259,5.80412552929882,5.80412552929882
"42",57.183,-2.85,"805.pH.5.0.year.2006",TRUE,67727,5,"study 805",102,"soil metagenome","cropland biome","agricultural soil","soil","biome","terrestrial biome","anthropogenic terrestrial biome","cropland biome","",1071,1793.2380952381,8.67925382350276,84.628546628119,"soil 57.183 -2.85 study 805","agricultural land",25328,655,1281.28440366972,5.7972666436578,5.7972666436578
"43",57.183,-2.85,"805.pH.5.0.year.2007",TRUE,57592,5,"study 805",102,"soil metagenome","cropland biome","agricultural soil","soil","biome","terrestrial biome","anthropogenic terrestrial biome","cropland biome","",1118,1863.93939393939,8.79615888496443,90.6130449274961,"soil 57.183 -2.85 study 805","agricultural land",25328,714,1507.13392857143,5.94322940003296,5.94322940003296
"44",57.183,-2.85,"805.pH.5.5.year.2006",TRUE,65410,5.5,"study 805",102,"soil metagenome","cropland biome","agricultural soil","soil","biome","terrestrial biome","anthropogenic terrestrial biome","cropland biome","",1105,1950.08988764045,8.71457138970127,83.704974256512,"soil 57.183 -2.85 study 805","agricultural land",25328,688,1392.37391304348,5.83830253630925,5.83830253630925
"45",57.183,-2.85,"805.pH.5.5.year.2007",TRUE,57404,5.5,"study 805",102,"soil metagenome","cropland biome","agricultural soil","soil","biome","terrestrial biome","anthropogenic terrestrial biome","cropland biome","",549,627.282828282828,7.10136016028685,55.3645861033041,"soil 57.183 -2.85 study 805","agricultural land",25328,411,530.35,4.84762884406833,4.84762884406833
"46",57.183,-2.85,"805.pH.6.0.year.2006",TRUE,73402,6,"study 805",102,"soil metagenome","cropland biome","agricultural soil","soil","biome","terrestrial biome","anthropogenic terrestrial biome","cropland biome","",1215,2297.78571428571,8.88644972147159,96.95174116597,"soil 57.183 -2.85 study 805","agricultural land",25328,739,1677.7027027027,5.94144626886885,5.94144626886885
"47",57.183,-2.85,"805.pH.6.0.year.2007",TRUE,55431,6,"study 805",102,"soil metagenome","cropland biome","agricultural soil","soil","biome","terrestrial biome","anthropogenic terrestrial biome","cropland biome","",1263,2186.90829694323,8.88764459927175,95.9971010221749,"soil 57.183 -2.85 study 805","agricultural land",25328,741,1587.09917355372,5.93147682508969,5.93147682508969
"48",57.183,-2.85,"805.pH.6.5.year.2006",TRUE,64737,6.5,"study 805",102,"soil metagenome","cropland biome","agricultural soil","soil","biome","terrestrial biome","anthropogenic terrestrial biome","cropland biome","",1131,2106.46428571429,8.75338884517851,84.501284886534,"soil 57.183 -2.85 study 805","agricultural land",25328,701,1371.58823529412,5.89599432217508,5.89599432217508
"49",57.183,-2.85,"805.pH.6.5.year.2007",TRUE,68071,6.5,"study 805",102,"soil metagenome","cropland biome","agricultural soil","soil","biome","terrestrial biome","anthropogenic terrestrial biome","cropland biome","",1340,2560.57339449541,9.06505512858065,105.34010481822,"soil 57.183 -2.85 study 805","agricultural land",25328,762,1712.0826446281,5.96102473492607,5.96102473492607
"50",57.183,-2.85,"805.pH.7.0.year.2006",TRUE,62140,7,"study 805",102,"soil metagenome","cropland biome","agricultural soil","soil","biome","terrestrial biome","anthropogenic terrestrial biome","cropland biome","",1233,2137.07441860465,8.89554062917296,98.6750790344839,"soil 57.183 -2.85 study 805","agricultural land",25328,750,1487.23880597015,5.95822470997135,5.95822470997135
"51",57.183,-2.85,"805.pH.7.0.year.2007",TRUE,53599,7,"study 805",102,"soil metagenome","cropland biome","agricultural soil","soil","biome","terrestrial biome","anthropogenic terrestrial biome","cropland biome","",1273,2181.875,8.90214169020654,98.600802134318,"soil 57.183 -2.85 study 805","agricultural land",25328,752,1654.875,5.90900613122959,5.90900613122959
"52",57.183,-2.85,"805.pH.7.5.year.2006",TRUE,65316,7.5,"study 805",102,"soil metagenome","cropland biome","agricultural soil","soil","biome","terrestrial biome","anthropogenic terrestrial biome","cropland biome","",1260,2051.46835443038,8.99736697831286,101.011248639917,"soil 57.183 -2.85 study 805","agricultural land",25328,766,1659.024,5.95240846752686,5.95240846752686
"53",57.183,-2.85,"805.pH.7.5.year.2007",TRUE,54742,7.5,"study 805",102,"soil metagenome","cropland biome","agricultural soil","soil","biome","terrestrial biome","anthropogenic terrestrial biome","cropland biome","",446,483.935483870968,8.23405531350905,45.976344982556,"soil 57.183 -2.85 study 805","agricultural land",25328,382,445.865384615385,5.60335245153847,5.60335245153847
"54",29.69,-81.994,"808.FL.3.13a.s.4.1.sequences",TRUE,45780,5.44,"study 808",46,"soil metagenome","tropical coniferous forest biome","forest soil","soil","biome","terrestrial biome","forest biome","coniferous forest biome","tropical coniferous forest biome",689,1032.93388429752,7.49934804791796,58.182044907027,"soil 29.69 -81.994 study 808","coniferous",21187,454,773.481481481482,5.1264526029636,5.1264526029636
"55",29.69,-81.994,"808.FL.3.14a.s.4.1.sequences",TRUE,42540,4.99,"study 808",46,"soil metagenome","tropical coniferous forest biome","forest soil","soil","biome","terrestrial biome","forest biome","coniferous forest biome","tropical coniferous forest biome",529,672.393939393939,7.0334671274003,48.688331956924,"soil 29.69 -81.994 study 808","coniferous",21187,377,579.631578947368,4.71174807105437,4.71174807105437
"56",29.69,-81.994,"808.FL.3.16a.s.4.1.sequences",TRUE,37750,5.09,"study 808",46,"soil metagenome","tropical coniferous forest biome","forest soil","soil","biome","terrestrial biome","forest biome","coniferous forest biome","tropical coniferous forest biome",617,891.176470588235,7.29090965411274,53.6108049088091,"soil 29.69 -81.994 study 808","coniferous",21187,401,654.808219178082,4.88908802145889,4.88908802145889
"57",19.931,-155.289,"808.HI.20.11a.s.4.1.sequences",TRUE,37590,4.76,"study 808",1167,"soil metagenome","tropical broadleaf forest biome","forest soil","soil","biome","terrestrial biome","forest biome","broadleaf forest biome","tropical broadleaf forest biome",922,1479.82467532468,8.40576280561318,69.740778876677,"soil 19.931 -155.289 study 808","broadleaf",22219,564,999,5.61066449335444,5.61066449335444
"58",19.931,-155.289,"808.HI.20.11a.s.4.1.sequences.r",TRUE,26050,4.76,"study 808",1167,"soil metagenome","tropical broadleaf forest biome","forest soil","soil","biome","terrestrial biome","forest biome","broadleaf forest biome","tropical broadleaf forest biome",889,1432.64429530201,8.28418011033135,68.562995454236,"soil 19.931 -155.289 study 808","broadleaf",22219,555,951.21,5.57661333821986,5.57661333821986
"59",40.177,-112.455,"808.UT.15.42.s.4.1.sequences",TRUE,116149,7.86,"study 808",1676,"soil metagenome","temperate grassland biome","basin","soil","biome","terrestrial biome","grassland biome","temperate grassland biome","",821,1276.32608695652,8.20261669917027,65.4511001121561,"soil 40.177 -112.455 study 808","grassland",24770,516,831.623762376238,5.50021466784271,5.50021466784271
"60",40.177,-112.455,"808.UT.15.42.s.4.1.sequences.r",TRUE,51709,7.86,"study 808",1676,"soil metagenome","temperate grassland biome","basin","soil","biome","terrestrial biome","grassland biome","temperate grassland biome","",800,1349.08403361345,8.05691195328615,63.3441799625851,"soil 40.177 -112.455 study 808","grassland",24770,512,1066.20833333333,5.40267866114563,5.40267866114563
"61",40.177,-112.453,"808.UT.15.44.s.4.1.sequences",TRUE,60965,7.89,"study 808",1676,"soil metagenome","temperate grassland biome","basin","soil","biome","terrestrial biome","grassland biome","temperate grassland biome","",856,1384.71830985915,8.17501998326565,66.143221732475,"soil 40.177 -112.453 study 808","grassland",24770,553,1089.37931034483,5.47808621591931,5.47808621591931
"62",40.177,-112.453,"808.UT.15.45.s.4.1.sequences",TRUE,56183,7.89,"study 808",1676,"soil metagenome","temperate grassland biome","basin","soil","biome","terrestrial biome","grassland biome","temperate grassland biome","",841,1333.44897959184,8.1228080386036,65.005310261875,"soil 40.177 -112.453 study 808","grassland",24770,527,1008.78571428571,5.41579029291557,5.41579029291557
"63",43.984,11.342,"846.Fagna24102011Soil12A1",TRUE,128802,NA,"study 846",224,"soil metagenome","cropland biome","agricultural soil","soil","biome","terrestrial biome","anthropogenic terrestrial biome","cropland biome","",1103,1861.17112299465,8.85347250327022,88.9676709413171,"soil 43.984 11.342 study 846","agricultural land",30053,690,1242.16535433071,5.94734136069844,5.94734136069844
"64",43.984,11.342,"846.Fagna24102011Soil12A2",TRUE,136401,NA,"study 846",224,"soil metagenome","cropland biome","agricultural soil","soil","biome","terrestrial biome","anthropogenic terrestrial biome","cropland biome","",1323,2324.38983050847,9.08135621124845,109.464676075919,"soil 43.984 11.342 study 846","agricultural land",30053,785,1529.69230769231,6.08622737826823,6.08622737826823
"65",43.984,11.342,"846.Fagna24102011Soil12A3",TRUE,124716,NA,"study 846",224,"soil metagenome","cropland biome","agricultural soil","soil","biome","terrestrial biome","anthropogenic terrestrial biome","cropland biome","",1267,2243.74553571429,8.84924820574563,110.43435427697,"soil 43.984 11.342 study 846","agricultural land",30053,756,1599.49612403101,5.89948093450673,5.89948093450673
"66",43.984,11.342,"846.Fagna24102011Soil12A4",TRUE,127837,NA,"study 846",224,"soil metagenome","cropland biome","agricultural soil","soil","biome","terrestrial biome","anthropogenic terrestrial biome","cropland biome","",1187,2183.19796954315,8.44727593186252,104.944428331508,"soil 43.984 11.342 study 846","agricultural land",30053,695,1434.43902439024,5.60862204309052,5.60862204309052
"67",43.984,11.342,"846.Fagna24102011Soil12B1",TRUE,94897,NA,"study 846",224,"soil metagenome","cropland biome","agricultural soil","soil","biome","terrestrial biome","anthropogenic terrestrial biome","cropland biome","",931,1616.72784810127,8.33246188409188,78.786421055826,"soil 43.984 11.342 study 846","agricultural land",30053,565,1125.03333333333,5.56696666403435,5.56696666403435
"68",43.984,11.342,"846.Fagna24102011Soil12B2",TRUE,126441,NA,"study 846",224,"soil metagenome","cropland biome","agricultural soil","soil","biome","terrestrial biome","anthropogenic terrestrial biome","cropland biome","",1122,1774.67821782178,8.82009045904677,91.976737836418,"soil 43.984 11.342 study 846","agricultural land",30053,695,1332.12096774194,5.87311833547144,5.87311833547144
"69",43.984,11.342,"846.Fagna24102011Soil12B3",TRUE,126317,NA,"study 846",224,"soil metagenome","cropland biome","agricultural soil","soil","biome","terrestrial biome","anthropogenic terrestrial biome","cropland biome","",1257,2202.85201793722,8.95345770016409,105.79823710167,"soil 43.984 11.342 study 846","agricultural land",30053,768,1586.12781954887,5.98552325742911,5.98552325742911
"70",43.984,11.342,"846.Fagna24102011Soil12B4",TRUE,115096,NA,"study 846",224,"soil metagenome","cropland biome","agricultural soil","soil","biome","terrestrial biome","anthropogenic terrestrial biome","cropland biome","",1282,2182.18292682927,8.88365784528646,110.975425477613,"soil 43.984 11.342 study 846","agricultural land",30053,763,1562.0157480315,5.96542018169827,5.96542018169827
"71",43.984,11.341,"846.Fagna24102011Soil12C1",TRUE,133826,NA,"study 846",224,"soil metagenome","cropland biome","agricultural soil","soil","biome","terrestrial biome","anthropogenic terrestrial biome","cropland biome","",1120,1948.05524861878,8.87687390566487,89.1923409208861,"soil 43.984 11.341 study 846","agricultural land",29414,739,1423.54961832061,6.04786412191618,6.04786412191618
"72",43.984,11.341,"846.Fagna24102011Soil12C2",TRUE,134145,NA,"study 846",224,"soil metagenome","cropland biome","agricultural soil","soil","biome","terrestrial biome","anthropogenic terrestrial biome","cropland biome","",1209,2128.5297029703,8.91770713365503,97.260609230847,"soil 43.984 11.341 study 846","agricultural land",29414,741,1328.21088435374,5.99472297648111,5.99472297648111
"73",43.984,11.341,"846.Fagna24102011Soil12C3",TRUE,138113,NA,"study 846",224,"soil metagenome","cropland biome","agricultural soil","soil","biome","terrestrial biome","anthropogenic terrestrial biome","cropland biome","",1299,2174.35714285714,9.09894061118008,109.568164419013,"soil 43.984 11.341 study 846","agricultural land",29414,771,1619.51908396947,5.98096029132094,5.98096029132094
"74",43.984,11.341,"846.Fagna24102011Soil12C4",TRUE,141260,NA,"study 846",224,"soil metagenome","cropland biome","agricultural soil","soil","biome","terrestrial biome","anthropogenic terrestrial biome","cropland biome","",1145,2004.12682926829,8.5417288803669,98.099298864876,"soil 43.984 11.341 study 846","agricultural land",29414,661,1399.34579439252,5.66438296085395,5.66438296085395
"75",43.984,11.342,"846.Fagna24102011Soil14A1",TRUE,105387,NA,"study 846",224,"soil metagenome","cropland biome","agricultural soil","soil","biome","terrestrial biome","anthropogenic terrestrial biome","cropland biome","",853,1592.54615384615,8.03877004718995,72.6650552919751,"soil 43.984 11.342 study 846","agricultural land",30053,522,989.279069767442,5.4289126420669,5.4289126420669
"76",43.984,11.342,"846.Fagna24102011Soil14A2",TRUE,106672,NA,"study 846",224,"soil metagenome","cropland biome","agricultural soil","soil","biome","terrestrial biome","anthropogenic terrestrial biome","cropland biome","",1292,2316.66216216216,8.96739024916274,104.94960675934,"soil 43.984 11.342 study 846","agricultural land",30053,761,1508.28467153285,5.96774904436698,5.96774904436698
